Make,Model,Fuel type,Capacity,YoM,Mileage,Consumption,Country of manufacture,Body type,Service cost
HONDA,Insight,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 115,000/year"
HONDA,FCX Clarity,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 100,000/year"
HONDA,Fit,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 185,000/year"
HONDA,S2000,Premium,2.2L,2007,8.5 km/L,11.8 L/100km,Japan,Two Seaters,"KES 220,000/year"
HONDA,GOLDWING,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 160,000/year"
HONDA,NPS50 (Ruckus),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 165,000/year"
HONDA,ST1300PA,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 135,000/year"
HONDA,ST1300,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 120,000/year"
HONDA,NT700V,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 180,000/year"
HONDA,CB250 (Nighthawk),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 185,000/year"
HONDA,VTX1300C,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 115,000/year"
HONDA,VTX1300R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 125,000/year"
HONDA,VTX1300S,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 165,000/year"
HONDA,VTX1800C,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 100,000/year"
HONDA,ST1300P,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 120,000/year"
HONDA,CBR954RR,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 145,000/year"
HONDA,Pacific Coast,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 145,000/year"
HONDA,VFR 750F,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 95,000/year"
HONDA,Hawk GT,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 90,000/year"
HONDA,CB-1,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 125,000/year"
HONDA,ELITE 250,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 145,000/year"
HONDA,Tourist Trophy,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 170,000/year"
HONDA,NS50F,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 180,000/year"
HONDA,NX250,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 125,000/year"
HONDA,NX125,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 130,000/year"
HONDA,SA50,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 170,000/year"
HONDA,SB50P,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 105,000/year"
HONDA,VFR750R (RC30),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 165,000/year"
HONDA,VTR,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 125,000/year"
HONDA,XL600V,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 145,000/year"
HONDA,VT1100C,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 90,000/year"
HONDA,TRX700XX,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 150,000/year"
HONDA,TRX450ER,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 165,000/year"
HONDA,TRX400X,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 105,000/year"
HONDA,TRX450R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 115,000/year"
HONDA,CRF70F,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 135,000/year"
HONDA,CRF100F,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 125,000/year"
HONDA,CR250,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 155,000/year"
HONDA,CR125,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 100,000/year"
HONDA,XR250R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 150,000/year"
HONDA,MUV700 (Big Red),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 155,000/year"
HONDA,TRX90,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 175,000/year"
HONDA,XR600R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 140,000/year"
HONDA,TRX250,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 135,000/year"
HONDA,TRX300EX,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 180,000/year"
HONDA,TRX400EX,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 110,000/year"
HONDA,CMX250 (Rebel),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 115,000/year"
HONDA,XR650,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 140,000/year"
HONDA,TRX420 (FourTrax Rancher),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 145,000/year"
HONDA,TRX500 (FourTrax Foreman),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 140,000/year"
HONDA,TRX680 (Rincon),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 120,000/year"
HONDA,TRX680 (FourTrax Rincon),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 110,000/year"
HONDA,NCH50 (GIORNO),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 170,000/year"
HONDA,CBR500,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 180,000/year"
HONDA,TRX250 (FourTrax Recon),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 135,000/year"
HONDA,CBR125,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 120,000/year"
HONDA,VFR800F,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 165,000/year"
HONDA,VFR800F (INTERCEPTOR),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 125,000/year"
HONDA,ST1300A,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 135,000/year"
HONDA,CBR1000,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 95,000/year"
HONDA,VFR1200FD/VFR1200F,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 105,000/year"
HONDA,CRF80F,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 145,000/year"
HONDA,CBF1000A,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 90,000/year"
HONDA,VT750 (Shadow Aero),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 145,000/year"
HONDA,VFR1200FAD,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 190,000/year"
HONDA,NT700VA/NT700V,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 85,000/year"
HONDA,VT750,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 90,000/year"
HONDA,FSC600 (Silver Wing),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 125,000/year"
HONDA,NSA700A/DN-01,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 125,000/year"
HONDA,VFR800 (INTERCEPTOR),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 165,000/year"
HONDA,VFR800A (INTERCEPTOR),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 130,000/year"
HONDA,XL1000V (VARADERO),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 115,000/year"
HONDA,TRX500,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 100,000/year"
HONDA,CHF50 (Metropolitan),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 180,000/year"
HONDA,CHF50 (Jazz),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 95,000/year"
HONDA,GL1100 (GOLDWING),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 175,000/year"
HONDA,VT600C (SHADOW VLX),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 115,000/year"
HONDA,VT1100C (SHADOW SPIRIT 1100),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 145,000/year"
HONDA,VT1100C2 (SHADOW SABRE),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 150,000/year"
HONDA,VT1100D2,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 135,000/year"
HONDA,NRX1800 (VALKYRIE RUNE),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 135,000/year"
HONDA,VTX1800F1/VTX1800F,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 115,000/year"
HONDA,VTX1800F3/VTX1800F,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 110,000/year"
HONDA,VTX1800N/VTX1800 NEO RETRO,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 165,000/year"
HONDA,VTX1800N1/VTX1800N,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 125,000/year"
HONDA,VTX1800N3/VTX1800N,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 150,000/year"
HONDA,VTX1800R/VTX1800 RETRO,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 135,000/year"
HONDA,VTX1800S/VTX1800 SPOKE,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 105,000/year"
HONDA,VTX1800T1/VTX1800T,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 95,000/year"
HONDA,CB900 (919),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 130,000/year"
HONDA,VTR1000S (RC51),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 120,000/year"
HONDA,XL200R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 110,000/year"
HONDA,NT650J,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 125,000/year"
HONDA,CR85,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 135,000/year"
HONDA,CG150ESD,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 120,000/year"
HONDA,XR200R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 155,000/year"
HONDA,NSR50MIN,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 130,000/year"
HONDA,TRX700EX,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 150,000/year"
HONDA,TRX350FE,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 110,000/year"
HONDA,TRX350FM,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 115,000/year"
HONDA,TRX350TE,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 135,000/year"
HONDA,TRX350TM,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 120,000/year"
HONDA,TRX400FA,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 165,000/year"
HONDA,TRX400FG (FourTrax 400),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 155,000/year"
HONDA,TRX450FM,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 115,000/year"
HONDA,TRX650FA (Rincon),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 170,000/year"
HONDA,TRX650FG (Rincon),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 130,000/year"
HONDA,NSS250A (REFLEX),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 150,000/year"
HONDA,PS250 (BIG RUCKUS),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 105,000/year"
HONDA,VT600CD (SHADOW VLX DELUXE),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 95,000/year"
HONDA,VT750 (Shadow Spirit 750),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 115,000/year"
HONDA,VT1100C2D (SABRE),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 180,000/year"
HONDA,VTX1800C1/VTX1800C,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 110,000/year"
HONDA,VTX1800FD,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 140,000/year"
HONDA,VTX1800F2/VTX1800F,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 145,000/year"
HONDA,VTX1800ND,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 165,000/year"
HONDA,VTX1800N2/VTX1800N,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 125,000/year"
HONDA,VTX1800R1/VTX1800R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 130,000/year"
HONDA,VTX1800R2/VTX1800R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 150,000/year"
HONDA,VTX1800R3/VTX1800R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 105,000/year"
HONDA,VTX1800TD,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 95,000/year"
HONDA,VTX1800T2/VTX1800T,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 140,000/year"
HONDA,VFR800AT (INTERCEPTOR ABS),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 100,000/year"
HONDA,TRX250 (SportTrax 250),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 145,000/year"
HONDA,TRX300EX (SportTrax 300),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 125,000/year"
HONDA,TRX400EX (SportTrax 400),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 135,000/year"
HONDA,TRX450ERB (SportTrax 450),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 130,000/year"
HONDA,TRX450ER (SportTrax 450),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 100,000/year"
HONDA,TRX250 (FourTrax 250),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 95,000/year"
HONDA,TRX400FA (FourTrax Rancher AT),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 125,000/year"
HONDA,TRX400FGA (FourTrax Rancher AT),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 90,000/year"
HONDA,CH80 (Elite),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 180,000/year"
HONDA,CN250 (Helix),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 140,000/year"
HONDA,NSS250AS (REFLEX SPORT),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 145,000/year"
HONDA,NSS250S (REFLEX SPORT),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 175,000/year"
HONDA,NSS250 (REFLEX),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 95,000/year"
HONDA,CB900 (Hornet),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 100,000/year"
HONDA,TRX90 (SportTrax 90),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 115,000/year"
HONDA,CR80,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 145,000/year"
HONDA,XR80R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 175,000/year"
HONDA,CR500R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 150,000/year"
HONDA,Z50R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 115,000/year"
HONDA,PC800 (PACIFIC COAST),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 145,000/year"
HONDA,CBR600,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 100,000/year"
HONDA,CB125,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 90,000/year"
HONDA,GL1800 (Goldwing),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 180,000/year"
HONDA,TRX500 (FourTrax Foreman Rubicon),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 155,000/year"
HONDA,TRX500 (Foreman),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 100,000/year"
HONDA,TRX500 (Rubicon),Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 175,000/year"
HONDA,CRF230F,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 110,000/year"
HONDA,CRF150F,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 115,000/year"
HONDA,CRF150R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 95,000/year"
HONDA,CRF150RB,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 155,000/year"
HONDA,CRF250R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 140,000/year"
HONDA,CRF250X,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 175,000/year"
HONDA,CRF50F,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 80,000/year"
HONDA,CRF450R,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 85,000/year"
HONDA,CRF450X,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 130,000/year"
HONDA,XR650L,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 180,000/year"
HONDA,XR650LL,Regular,1.5L,2007,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 150,000/year"
HONDA,Accord,Regular,2.4L,2008,10.2 km/L,9.8 L/100km,Japan,Compact Cars,"KES 195,000/year"
HONDA,Civic,Regular,1.3L,2008,17.9 km/L,5.6 L/100km,Japan,Compact Cars,"KES 115,000/year"
HONDA,Pilot,Regular,3.5L,2008,7.7 km/L,13.1 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 435,000/year"
HONDA,CR-V,Regular,2.4L,2008,9.8 km/L,10.2 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 185,000/year"
HONDA,Ridgeline,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 610,000/year"
HONDA,Element,Regular,2.4L,2008,9.4 km/L,10.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 220,000/year"
HONDA,Odyssey,Regular,3.5L,2008,7.7 km/L,13.1 L/100km,Japan,Minivan - 2WD,"KES 390,000/year"
HONDA,Odyssey,Regular,3.5L,2008,7.7 km/L,13.1 L/100km,Japan,Minivan - 2WD,"KES 505,000/year"
HONDA,Insight,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 585,000/year"
HONDA,FCX Clarity,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 440,000/year"
HONDA,Fit,Regular,1.5L,2008,12.8 km/L,7.8 L/100km,Japan,Small Station Wagons,"KES 150,000/year"
HONDA,S2000,Premium,2.2L,2008,8.9 km/L,11.2 L/100km,Japan,Two Seaters,"KES 345,000/year"
HONDA,GOLDWING,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 610,000/year"
HONDA,NPS50 (Ruckus),Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 330,000/year"
HONDA,ST1300PA,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 390,000/year"
HONDA,ST1300,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 550,000/year"
HONDA,NT700V,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 445,000/year"
HONDA,VTX1800F,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 490,000/year"
HONDA,CB250 (Nighthawk),Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 515,000/year"
HONDA,VTX1300C,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 610,000/year"
HONDA,VTX1300R,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 510,000/year"
HONDA,VTX1800C,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 735,000/year"
HONDA,ST1300P,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 720,000/year"
HONDA,CBR954RR,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 580,000/year"
HONDA,Pacific Coast,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 390,000/year"
HONDA,VFR 750F,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 520,000/year"
HONDA,Hawk GT,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 495,000/year"
HONDA,CB-1,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 545,000/year"
HONDA,ELITE 250,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 460,000/year"
HONDA,Tourist Trophy,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 500,000/year"
HONDA,NS50F,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 740,000/year"
HONDA,NX250,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 500,000/year"
HONDA,NX125,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 700,000/year"
HONDA,SA50,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 385,000/year"
HONDA,SB50P,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 485,000/year"
HONDA,VFR750R (RC30),Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 425,000/year"
HONDA,VTR,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 485,000/year"
HONDA,XL600V,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 465,000/year"
HONDA,VT1100C,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 590,000/year"
HONDA,TRX700XX,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 590,000/year"
HONDA,TRX450ER,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 555,000/year"
HONDA,TRX400X,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 415,000/year"
HONDA,TRX450R,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 500,000/year"
HONDA,CRF70F,Regular,3.5L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 4WD,"KES 455,000/year"
